MACID,PARTNUM,REVISION,WORKNO,LINEID,OPERTOR,BARCODE,TRESULT,TESTDATE,TESTTIME,FL01,FL02,FL03,FL04,FL05,FL06,FL07,FL08,FL09,FL10,SDATE,STIME,ITSDATE,ITSTIME,FPATH
YM73R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170714,83208,X758FlexShorted,20170714,83141,763787,ST_B1_B13,,,,,,20170714,83208,20170714,83142,FHAPCE7/20170714D/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_D_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170714,81800,X758FlexShorted,20170714,81702,762960,ST_B1_B13,,,,,,20170714,81800,20170714,81703,FHAPCE7/20170714D/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,82400,X758FlexShorted,20170714,82405,763499,ST_B1_B13,,,,,,20170714,82400,20170714,82407,FHAPCE7/20170713N/tester/OQC_FLEX_POR_AutoAlign_tester763499_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,82431,X758FlexShorted,20170714,82436,763248,OT_B22,,,,,,20170714,82431,20170714,82438,FHAPCE7/20170713N/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_N_0.csv
YM58L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,82553,X758FlexShorted,20170714,82612,764244,ST_B1_B13,,,,,,20170714,82553,20170714,82614,FHAPCE7/20170714D/YM58L/OQC_FLEX_POR_AutoAlign_tester764244_4.0.0_D_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170714,83138,X758FlexShorted,20170714,83110,763767,ST_B1_B13,,,,,,20170714,83138,20170714,83112,FHAPCE7/20170714D/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_D_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,85151,X758FlexShorted,20170714,85126,763888,ST_B1_B13,,,,,,20170714,85151,20170714,85127,FHAPCE7/20170714D/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_D_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170714,83200,X758FlexShorted,20170714,83242,763659,ST_B1_B13,,,,,,20170714,83200,20170714,83243,FHAPCE7/20170714D/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_D_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170714,83130,X758FlexShorted,20170714,83212,763941,ST_B1_B13,,,,,,20170714,83130,20170714,83213,FHAPCE7/20170714D/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_D_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170716,81806,X758FlexShorted,20170716,81936,762966,ST_B1_B13,163,96.93,L04,,,20170716,81806,20170716,81938,FHAPCE7/20170715N/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_N_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170716,82733,X758FlexShorted,20170716,82813,763659,ST_B1_B13,125,92.8,L37,,,20170716,82733,20170716,82815,FHAPCE7/20170715N/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_N_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170716,82921,X758FlexShorted,20170716,82859,763787,ST_B1_B13,134,94.03,L37,,,20170716,82921,20170716,82901,FHAPCE7/20170715N/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_N_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170716,82200,X758FlexShorted,20170716,82328,762943,ST_B1_B13,161,98.14,L04,,,20170716,82200,20170716,82330,FHAPCE7/20170715N/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_N_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170716,82216,X758FlexShorted,20170716,82124,762945,ST_B1_B13,159,96.23,L04,,,20170716,82216,20170716,82126,FHAPCE7/20170715N/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6671843,G5Y7261QETRJ25X9GZY1,FAIL,20170712,202800,TraceResistance_OOS,20170712,202750,763248,RES_TOUCH_GND,,,,,,20170712,202800,20170712,202752,FHAPCE7/20170712D/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_D_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,203437,TraceResistance_OOS,20170712,203511,763941,RES_TOUCH_GND,,,,,,20170712,203437,20170712,203511,FHAPCE7/20170712D/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_D_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,203614,TraceResistance_OOS,20170712,203529,763767,RES_TOUCH_GND,,,,,,20170712,203614,20170712,203529,FHAPCE7/20170712N/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6671843,G5Y7261QETRJ25X9GZY1,FAIL,20170712,202916,TraceResistance_OOS,20170712,202934,763675,RES_TOUCH_GND,,,,,,20170712,202916,20170712,202935,FHAPCE7/20170712D/tester/OQC_FLEX_POR_AutoAlign_tester763675_4.0.0_D_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,203409,TraceResistance_OOS,20170712,203440,763659,RES_TOUCH_GND,,,,,,20170712,203409,20170712,203440,FHAPCE7/20170712D/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6671843,G5Y7261QETRJ25X9GZY1,FAIL,20170712,202733,TraceResistance_OOS,20170712,202730,763499,RES_TOUCH_GND,,,,,,20170712,202733,20170712,202731,FHAPCE7/20170712D/tester/OQC_FLEX_POR_AutoAlign_tester763499_4.0.0_D_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170714,80623,X758FlexShorted,20170714,80804,762966,ST_B1_B13,,,,,,20170714,80623,20170714,80805,FHAPCE7/20170713N/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_N_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170721,84922,X758FlexShorted,20170721,211754,762945,ST_B1_B13,2,100,L4,1,,20170721,84922,20170721,211755,FHAPCE7/20170721N/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_N_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170721,84750,X758FlexShorted,20170721,211920,762960,ST_B1_B13,2,100,L4,1,,20170721,84750,20170721,211921,FHAPCE7/20170721N/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_b_N_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170721,202808,X758FlexShorted,20170721,211926,762960,ST_B1_B13,2,100,L4,1,,20170721,202808,20170721,211927,FHAPCE7/20170721N/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_b_N_0.csv
YM95L,FHAPCE7,,test,Z24-13,F1111112,G5Y7261QETRJ25X9GZY1,FAIL,20170721,213424,X758FlexShorted,20170721,213312,764593,ST_B1_B13,1,0,L60,2,,20170721,213424,20170721,213313,FHAPCE7/20170721N/YM95L/OQC_FLEX_POR_AutoAlign_tester764593_4.0.0_N_0.csv
YM96R,FHAPCE7,,test,Z24-13,F1111112,G5Y7261QETRJ25X9GZY1,FAIL,20170721,213317,X758FlexShorted,20170721,213234,764803,ST_B1_B13,0,0,L60,2,,20170721,213317,20170721,213235,FHAPCE7/20170721D/YM96R/OQC_FLEX_POR_AutoAlign_tester764803_4.0.0_D_0.csv
YM75L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170722,202655,X758FlexShorted,20170723,15608,764138,ST_B1_B13,0,0,L59,0,,20170722,202655,20170723,15609,FHAPCE7/20170722N/YM75L/OQC_FLEX_POR_AutoAlign_tester764138_4.0.0_N_0.csv
YM102L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,15946,X758FlexShorted,20170723,20634,764239,ST_B1_B13,0,0,L62,0,,20170723,15946,20170723,20635,FHAPCE7/20170722N/YM102L/OQC_FLEX_POR_AutoAlign_tester764239_4.0.0_N_0.csv
YM98L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,15920,X758FlexShorted,20170723,20637,763824,ST_B1_B13,0,0,L62,0,,20170723,15920,20170723,20638,FHAPCE7/20170722N/YM98L/OQC_FLEX_POR_AutoAlign_tester763824_4.0.0_N_0.csv
YM102R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,15749,X758FlexShorted,20170723,20632,763746,ST_B1_B13,0,0,L62,0,,20170723,15749,20170723,20633,FHAPCE7/20170722N/YM102R/OQC_FLEX_POR_AutoAlign_tester763746_4.0.0_N_0.csv
YM98R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,15827,X758FlexShorted,20170723,20633,763789,ST_B1_B13,0,0,L62,0,,20170723,15827,20170723,20634,FHAPCE7/20170722N/YM98R/OQC_FLEX_POR_AutoAlign_tester763789_4.0.0_N_0.csv
YM103R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170722,202544,X758FlexShorted,20170723,15610,764501,ST_B1_B13,0,0,L59,0,,20170722,202544,20170723,15611,FHAPCE7/20170722N/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_N_0.csv
YM103L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170722,202615,X758FlexShorted,20170723,15612,764660,ST_B1_B13,0,0,L59,0,,20170722,202615,20170723,15613,FHAPCE7/20170722N/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_N_0.csv
YM103L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170721,204820,PixelOpenShortTest_OOS,20170721,204741,764660,OS_PIXEL_OPEN_PX03,0,0,L59,0,,20170721,204820,20170721,204742,FHAPCE7/20170721D/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_D_0.csv
YM103R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170721,204907,PixelOpenShortTest_OOS,20170721,204832,764501,OS_PIXEL_OPEN_PX03,0,0,L59,0,,20170721,204907,20170721,204833,FHAPCE7/20170721D/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_D_0.csv
YM75L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170721,205104,PixelOpenShortTest_OOS,20170721,205017,764138,OS_PIXEL_OPEN_PX03,0,0,L59,0,,20170721,205104,20170721,205018,FHAPCE7/20170721D/YM75L/OQC_FLEX_POR_AutoAlign_tester764138_4.0.0_D_0.csv
YM75R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170721,205001,PixelOpenShortTest_OOS,20170721,204917,763859,OS_PIXEL_OPEN_PX03,0,0,L59,0,,20170721,205001,20170721,204917,FHAPCE7/20170721D/YM75R/OQC_FLEX_POR_AutoAlign_tester763859_4.0.0_D_0.csv
YM95L,FHAPCE7,,test,Z24-13,F1111112,G5Y7261QHT1J25X93ZY1,FAIL,20170722,204311,PixelOpenShortTest_OOS,20170722,221313,764593,OS_PIXEL_OPEN_PX03,0,0,L60,0,,20170722,204311,20170722,221313,FHAPCE7/20170722N/YM95L/OQC_FLEX_POR_AutoAlign_tester764593_4.0.0_N_0.csv
YM95R,FHAPCE7,,test,Z24-13,F1111112,G5Y7261QHT1J25X93ZY1,FAIL,20170722,204419,PixelOpenShortTest_OOS,20170722,221314,763580,OS_PIXEL_OPEN_PX03,0,0,L60,0,,20170722,204419,20170722,221315,FHAPCE7/20170722N/YM95R/OQC_FLEX_POR_AutoAlign_tester763580_4.0.0_N_0.csv
YM96L,FHAPCE7,,test,Z24-13,F1111112,G5Y7261QHT1J25X93ZY1,FAIL,20170722,204501,PixelOpenShortTest_OOS,20170722,221253,764621,OS_PIXEL_OPEN_PX03,0,0,L60,0,,20170722,204501,20170722,221254,FHAPCE7/20170722N/YM96L/OQC_FLEX_POR_AutoAlign_tester764621_4.0.0_N_0.csv
YM96R,FHAPCE7,,test,Z24-13,F1111112,G5Y7261QHT1J25X93ZY1,FAIL,20170722,204608,PixelOpenShortTest_OOS,20170722,221257,764803,OS_PIXEL_OPEN_PX03,0,0,L60,0,,20170722,204608,20170722,221258,FHAPCE7/20170722N/YM96R/OQC_FLEX_POR_AutoAlign_tester764803_4.0.0_N_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,83920,PixelOpenShortTest_OOS,20170720,83942,763827,OS_PIXEL_OPEN_PX03,0,0,L39,0,,20170720,83920,20170720,83943,FHAPCE7/20170719N/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_N_0.csv
YM102L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,85553,PixelOpenShortTest_OOS,20170720,85434,764239,OS_PIXEL_OPEN_PX03,0,0,L62,1,,20170720,85553,20170720,85435,FHAPCE7/20170720D/YM102L/OQC_FLEX_POR_AutoAlign_tester764239_4.0.0_D_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,84103,PixelOpenShortTest_OOS,20170720,84032,763888,OS_PIXEL_OPEN_PX03,0,0,L39,0,,20170720,84103,20170720,84033,FHAPCE7/20170719N/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_N_0.csv
YM75L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,83614,PixelOpenShortTest_OOS,20170720,83523,764138,OS_PIXEL_OPEN_PX03,0,0,L59,0,,20170720,83614,20170720,83524,FHAPCE7/20170719N/YM75L/OQC_FLEX_POR_AutoAlign_tester764138_4.0.0_N_0.csv
YM98L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,85845,PixelOpenShortTest_OOS,20170720,85714,763824,OS_PIXEL_OPEN_PX03,0,0,L62,2,,20170720,85845,20170720,85715,FHAPCE7/20170719N/YM98L/OQC_FLEX_POR_AutoAlign_tester763824_4.0.0_N_0.csv
YM98R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,85759,PixelOpenShortTest_OOS,20170720,85634,763789,OS_PIXEL_OPEN_PX03,0,0,L62,2,,20170720,85759,20170720,85635,FHAPCE7/20170719N/YM98R/OQC_FLEX_POR_AutoAlign_tester763789_4.0.0_N_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,84146,PixelOpenShortTest_OOS,20170720,84113,763495,OS_PIXEL_OPEN_PX03,0,0,L39,0,,20170720,84146,20170720,84114,FHAPCE7/20170719N/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_N_0.csv
YM102R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,85639,PixelOpenShortTest_OOS,20170720,85515,763746,OS_PIXEL_OPEN_PX03,0,0,L62,1,,20170720,85639,20170720,85516,FHAPCE7/20170719N/YM102R/OQC_FLEX_POR_AutoAlign_tester763746_4.0.0_N_0.csv
YM75R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,83512,PixelOpenShortTest_OOS,20170720,83422,763859,OS_PIXEL_OPEN_PX03,0,0,L59,0,,20170720,83512,20170720,83423,FHAPCE7/20170720D/YM75R/OQC_FLEX_POR_AutoAlign_tester763859_4.0.0_D_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,84215,PixelOpenShortTest_OOS,20170720,84234,763964,OS_PIXEL_OPEN_PX03,0,0,L39,0,,20170720,84215,20170720,84235,FHAPCE7/20170719N/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_N_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170721,202622,PixelOpenShortTest_OOS,20170721,202718,762943,OS_PIXEL_OPEN_PX03,0,0,L4,0,,20170721,202622,20170721,202719,FHAPCE7/20170721D/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_D_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170721,203355,PixelOpenShortTest_OOS,20170721,203445,762966,OS_PIXEL_OPEN_PX03,0,0,L4,1,,20170721,203355,20170721,203446,FHAPCE7/20170721N/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_N_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170722,210515,PixelOpenShortTest_OOS,20170722,215210,763767,OS_PIXEL_OPEN_PX03,0,0,L37,0,,20170722,210515,20170722,215211,FHAPCE7/20170722N/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_N_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170722,210128,PixelOpenShortTest_OOS,20170722,215213,763941,OS_PIXEL_OPEN_PX03,0,0,L37,0,,20170722,210128,20170722,215214,FHAPCE7/20170722N/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_N_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170722,210235,PixelOpenShortTest_OOS,20170722,215205,763659,OS_PIXEL_OPEN_PX03,0,0,L37,0,,20170722,210235,20170722,215206,FHAPCE7/20170722N/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_N_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170722,210429,PixelOpenShortTest_OOS,20170722,215225,763787,OS_PIXEL_OPEN_PX03,0,0,L37,0,,20170722,210429,20170722,215226,FHAPCE7/20170722N/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_N_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170722,211120,PixelOpenShortTest_OOS,20170722,211151,763964,OS_PIXEL_OPEN_PX03,0,0,L39,0,,20170722,211120,20170722,211152,FHAPCE7/20170722D/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_D_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170722,211207,PixelOpenShortTest_OOS,20170722,211234,763827,OS_PIXEL_OPEN_PX03,0,0,L39,0,,20170722,211207,20170722,211235,FHAPCE7/20170722D/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_D_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170722,211351,PixelOpenShortTest_OOS,20170722,211328,763888,OS_PIXEL_OPEN_PX03,0,0,L39,0,,20170722,211351,20170722,211329,FHAPCE7/20170722D/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_D_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170722,211433,PixelOpenShortTest_OOS,20170722,211412,763495,OS_PIXEL_OPEN_PX03,0,0,L39,0,,20170722,211433,20170722,211412,FHAPCE7/20170722N/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_N_0.csv
YM103R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,83412,PixelOpenShortTest_OOS,20170720,83327,764501,OS_PIXEL_OPEN_PX03,0,0,L59,0,,20170720,83412,20170720,83328,FHAPCE7/20170720D/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_D_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,80820,PixelOpenShortTest_OOS,20170720,80921,762966,OS_PIXEL_OPEN_PX03,0,0,L4,4,,20170720,80820,20170720,80923,FHAPCE7/20170719N/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_N_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,82230,PixelOpenShortTest_OOS,20170720,82329,763659,OS_PIXEL_OPEN_PX03,0,0,L37,0,,20170720,82230,20170720,82331,FHAPCE7/20170719N/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_N_0.csv
YM103L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,83330,PixelOpenShortTest_OOS,20170720,83244,764660,OS_PIXEL_OPEN_PX03,0,0,L59,0,,20170720,83330,20170720,83245,FHAPCE7/20170719N/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_N_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,82513,PixelOpenShortTest_OOS,20170720,82612,763941,OS_PIXEL_OPEN_PX03,0,0,L37,0,,20170720,82513,20170720,82613,FHAPCE7/20170719N/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_N_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,80430,PixelOpenShortTest_OOS,20170720,80525,762943,OS_PIXEL_OPEN_PX03,0,0,L4,2,,20170720,80430,20170720,80526,FHAPCE7/20170719N/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_N_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,80552,PixelOpenShortTest_OOS,20170720,80646,762960,OS_PIXEL_OPEN_PX03,0,0,L4,4,,20170720,80552,20170720,80647,FHAPCE7/20170719N/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,81703,PixelOpenShortTest_OOS,20170720,81647,763248,OS_PIXEL_OPEN_PX03,0,0,L38,0,,20170720,81703,20170720,81648,FHAPCE7/20170720D/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_D_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,82336,PixelOpenShortTest_OOS,20170720,82421,763767,OS_PIXEL_OPEN_PX03,0,0,L37,0,,20170720,82336,20170720,82422,FHAPCE7/20170720D/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,81749,PixelOpenShortTest_OOS,20170720,81728,763499,OS_PIXEL_OPEN_PX03,0,0,L38,0,,20170720,81749,20170720,81729,FHAPCE7/20170719N/tester/OQC_FLEX_POR_AutoAlign_tester763499_4.0.0_N_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,82442,PixelOpenShortTest_OOS,20170720,82532,763787,OS_PIXEL_OPEN_PX03,0,0,L37,0,,20170720,82442,20170720,82533,FHAPCE7/20170720D/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_D_0.csv
YM58L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170720,81535,PixelOpenShortTest_OOS,20170720,81548,764244,OS_PIXEL_OPEN_PX03,0,0,L38,0,,20170720,81535,20170720,81549,FHAPCE7/20170719N/YM58L/OQC_FLEX_POR_AutoAlign_tester764244_4.0.0_N_0.csv
YM103R,FHAPCE7,,test,Z24-13,F1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170716,220054,X758FlexOpened,20170716,220004,764501,OT_H10,0,0,L59,,,20170716,220054,20170716,220005,FHAPCE7/20170716N/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_N_0.csv
YM103R,FHAPCE7,,test,Z24-13,F1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170716,221024,PixelOpenShortTest_OOS,20170716,220946,764501,OS_PIXEL_OPEN_PX03,0,0,L59,,,20170716,221024,20170716,220948,FHAPCE7/20170716N/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_N_0.csv
YM75L,FHAPCE7,,test,Z24-13,F1111111,G5Y7261QHT1J25X93ZY1,FAIL,20170716,215745,PixelOpenShortTest_OOS,20170716,215650,764138,OS_PIXEL_OPEN_PX03,0,0,L59,,,20170716,215745,20170716,215652,FHAPCE7/20170716N/YM75L/OQC_FLEX_POR_AutoAlign_tester764138_4.0.0_N_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170719,85741,PixelOpenShortTest_OOS,20170719,90938,762960,OS_PIXEL_OPEN_PX03,0,0,L4,,,20170719,85741,20170719,90939,FHAPCE7/20170719D/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_D_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170719,85924,PixelOpenShortTest_OOS,20170719,90938,762945,OS_PIXEL_OPEN_PX03,0,0,L4,,,20170719,85924,20170719,90939,FHAPCE7/20170719D/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_D_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170719,90858,PixelOpenShortTest_OOS,20170719,91058,762966,OS_PIXEL_OPEN_PX03,0,0,L4,,,20170719,90858,20170719,91100,FHAPCE7/20170719D/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_D_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QHT1J25X93ZY1,FAIL,20170719,81104,PixelOpenShortTest_OOS,20170719,81150,763787,OS_PIXEL_OPEN_PX03,94,96.81,L37,,,20170719,81104,20170719,81151,FHAPCE7/20170718N/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_N_0.csv
